0.0,73.0
1.0,97.0
2.0,98.0
3.0,99.0
4.0,117.0
5.0,128.0
6.0,126.0
7.0,111.0
8.0,130.0
9.0,121.0
10.0,137.0
11.0,150.0
12.0,174.0
13.0,161.0
14.0,139.0
15.0,152.0
16.0,147.0
17.0,131.0
18.0,123.0
19.0,130.0
20.0,142.0
21.0,140.0
22.0,135.0
23.0,136.0
24.0,160.0
25.0,164.0
26.0,255.0
27.0,427.0
28.0,412.0
29.0,287.0
30.0,244.0
31.0,262.0
32.0,311.0
33.0,328.0
34.0,326.0
35.0,357.0
36.0,346.0
37.0,262.0
38.0,227.0
39.0,201.0
40.0,207.0
41.0,197.0
42.0,201.0
43.0,217.0
44.0,207.0
45.0,185.0
46.0,198.0
47.0,185.0
48.0,195.0
49.0,238.0
50.0,230.0
51.0,201.0
52.0,192.0
53.0,187.0
54.0,205.0
55.0,217.0
56.0,214.0
57.0,195.0
58.0,175.0
59.0,174.0
60.0,190.0
61.0,220.0
62.0,225.0
63.0,250.0
64.0,248.0
65.0,267.0
66.0,244.0
67.0,223.0
68.0,260.0
69.0,308.0
70.0,504.0
71.0,494.0
72.0,371.0
73.0,298.0
74.0,251.0
75.0,223.0
76.0,252.0
77.0,276.0
78.0,285.0
79.0,275.0
80.0,240.0
81.0,248.0
82.0,309.0
83.0,351.0
84.0,321.0
85.0,280.0
86.0,236.0
87.0,243.0
88.0,221.0
89.0,233.0
90.0,253.0
91.0,275.0
92.0,317.0
93.0,288.0
94.0,244.0
95.0,223.0
96.0,210.0
97.0,258.0
98.0,319.0
99.0,310.0
100.0,316.0
101.0,313.0
102.0,345.0
103.0,372.0
104.0,408.0
105.0,454.0
106.0,493.0
107.0,536.0
108.0,707.0
109.0,1225.0
110.0,4216.0
111.0,11697.0
112.0,12140.0
113.0,4649.0
114.0,743.0
115.0,384.0
116.0,311.0
117.0,266.0
118.0,292.0
119.0,330.0
120.0,340.0
121.0,373.0
122.0,409.0
123.0,392.0
124.0,343.0
125.0,302.0
126.0,338.0
127.0,395.0
128.0,383.0
129.0,315.0
130.0,337.0
131.0,348.0
132.0,401.0
133.0,464.0
134.0,478.0
135.0,418.0
136.0,419.0
137.0,497.0
138.0,543.0
139.0,520.0
140.0,513.0
141.0,390.0
142.0,385.0
143.0,494.0
144.0,573.0
145.0,577.0
146.0,479.0
147.0,454.0
148.0,529.0
149.0,889.0
150.0,1209.0
151.0,909.0
152.0,476.0
153.0,443.0
154.0,467.0
155.0,451.0
156.0,458.0
157.0,500.0
158.0,513.0
159.0,942.0
160.0,2805.0
161.0,5563.0
162.0,4506.0
163.0,1581.0
164.0,753.0
165.0,678.0
166.0,614.0
167.0,571.0
168.0,546.0
169.0,547.0
170.0,440.0
171.0,418.0
172.0,422.0
173.0,459.0
174.0,562.0
175.0,590.0
176.0,602.0
177.0,644.0
178.0,578.0
179.0,559.0
180.0,614.0
181.0,603.0
182.0,465.0
183.0,390.0
184.0,456.0
185.0,561.0
186.0,612.0
187.0,651.0
188.0,663.0
189.0,568.0
190.0,502.0
191.0,568.0
192.0,717.0
193.0,749.0
194.0,612.0
195.0,511.0
196.0,437.0
197.0,415.0
198.0,468.0
199.0,538.0
200.0,573.0
201.0,536.0
202.0,538.0
203.0,622.0
204.0,739.0
205.0,909.0
206.0,1017.0
207.0,1179.0
208.0,1061.0
209.0,738.0
210.0,566.0
211.0,564.0
212.0,643.0
213.0,702.0
214.0,682.0
215.0,705.0
216.0,775.0
217.0,730.0
218.0,606.0
219.0,571.0
220.0,512.0
221.0,569.0
222.0,733.0
223.0,820.0
224.0,777.0
225.0,746.0
226.0,735.0
227.0,623.0
228.0,541.0
229.0,556.0
230.0,593.0
231.0,675.0
232.0,802.0
233.0,911.0
234.0,914.0
235.0,967.0
236.0,1176.0
237.0,1347.0
238.0,1238.0
239.0,1071.0
240.0,925.0
241.0,838.0
