# Peak: 313
# X	Y
0	337
1	337
2	337
3	337
4	337
5	337
6	337
7	337
8	337
9	337
10	337
11	337
12	337
13	337
14	337
15	337
16	337
17	337
18	337
19	336
20	336
21	336
22	336
23	336
24	336
25	336
26	336
27	336
28	336
29	336
30	336
31	336
32	336
33	336
34	336
35	336
36	336
37	336
38	336
39	335
40	335
41	335
42	335
43	335
44	335
45	335
46	335
47	335
48	335
49	335
50	335
51	335
52	335
53	335
54	335
55	335
56	334
57	334
58	334
59	334
60	334
61	334
62	334
63	334
64	334
65	334
66	334
67	334
68	334
69	334
70	334
71	334
72	334
73	334
74	334
75	334
76	334
77	333
78	333
79	333
80	333
81	333
82	333
83	333
84	333
85	333
86	333
87	333
88	333
89	333
90	333
91	333
92	333
93	333
94	333
95	333
96	332
97	332
98	332
99	332
100	332
101	332
102	332
103	332
104	332
105	332
106	332
107	332
108	332
109	332
110	332
111	332
112	332
113	332
114	332
115	331
116	331
117	331
118	331
119	331
120	331
121	331
122	331
123	331
124	331
125	331
126	331
127	331
128	331
129	331
130	331
131	331
132	331
133	331
134	331
135	330
136	330
137	330
138	330
139	330
140	330
141	330
142	330
143	330
144	330
145	330
146	330
147	330
148	330
149	330
150	330
151	330
152	330
153	330
154	330
155	329
156	329
157	329
158	329
159	329
160	329
161	329
162	329
163	329
164	329
165	329
166	329
167	329
168	329
169	329
170	329
171	329
172	329
173	329
174	329
175	328
176	328
177	328
178	328
179	328
180	328
181	328
182	328
183	328
184	328
185	328
186	328
187	328
188	328
189	328
190	328
191	328
192	328
193	328
194	328
195	327
196	327
197	327
198	327
199	327
200	327
201	327
202	327
203	327
204	327
205	327
206	327
207	327
208	327
209	327
210	327
211	327
212	327
213	327
214	327
215	326
216	326
217	326
218	326
219	326
220	326
221	326
222	326
223	326
224	326
225	326
226	326
227	326
228	326
229	326
230	326
231	326
232	326
233	326
234	326
235	326
236	325
237	325
238	325
239	325
240	325
241	325
242	325
243	325
244	325
245	325
246	325
247	325
248	325
249	325
250	325
251	325
252	325
253	325
254	325
255	325
256	324
257	324
258	324
259	324
260	324
261	324
262	324
263	324
264	324
265	324
266	324
267	324
268	324
269	324
270	324
271	324
272	324
273	324
274	324
275	324
276	323
277	323
278	323
279	323
280	323
281	323
282	323
283	323
284	323
285	323
286	323
287	323
288	323
289	323
290	323
291	323
292	323
293	323
294	323
295	323
296	323
297	323
298	322
299	322
300	322
301	322
302	322
303	322
304	322
305	322
306	322
307	322
308	322
309	322
310	322
311	322
312	322
313	322
314	322
315	322
316	322
317	322
318	322
319	321
320	321
321	321
322	321
323	321
324	321
325	321
326	321
327	321
328	321
329	321
330	321
331	321
332	321
333	321
334	321
335	321
336	321
337	321
338	321
339	320
340	320
341	320
342	320
343	320
344	320
345	320
346	320
347	320
348	320
349	320
350	320
351	320
352	320
353	320
354	320
355	320
356	320
357	320
358	320
359	320
360	320
361	319
362	319
363	319
364	319
365	319
366	319
367	319
368	319
369	319
370	319
371	319
372	319
373	319
374	319
375	319
376	319
377	319
378	319
379	319
380	319
381	319
382	318
383	318
384	318
385	318
386	318
387	318
388	318
389	318
390	318
391	318
392	318
393	318
394	318
395	318
396	318
397	318
398	318
399	318
400	318
401	318
402	318
403	317
404	317
405	317
406	317
407	317
408	317
409	317
410	317
411	317
412	317
413	317
414	317
415	317
416	317
417	317
418	317
419	317
420	317
421	317
422	317
423	317
424	317
425	316
426	316
427	316
428	316
429	316
430	316
431	316
432	316
433	316
434	316
435	316
436	316
437	316
438	316
439	316
440	316
441	316
442	316
443	316
444	316
445	316
446	316
447	315
448	315
449	315
450	315
451	315
452	315
453	315
454	315
455	315
456	315
457	315
458	315
459	315
460	315
461	315
462	315
463	315
464	315
465	315
466	315
467	315
468	315
469	315
470	314
471	314
472	314
473	314
474	314
475	314
476	314
477	314
478	314
479	314
480	314
481	314
482	314
483	314
484	314
485	314
486	314
487	314
488	314
489	314
490	313
491	314
492	313
493	313
494	313
495	313
496	313
497	313
498	313
499	313
500	313
501	313
502	313
503	313
504	313
505	313
506	313
507	313
508	313
509	313
510	313
511	313
512	313
513	312
514	312
515	312
516	312
517	312
518	312
519	312
520	312
521	312
522	312
523	312
524	312
525	312
526	312
527	312
528	312
529	312
530	312
531	312
532	312
533	312
534	312
535	312
536	312
537	311
538	311
539	311
540	311
541	311
542	311
543	311
544	311
545	311
546	311
547	311
548	311
549	311
550	311
551	311
552	311
553	311
554	311
555	311
556	311
557	311
558	311
559	310
560	310
561	310
562	310
563	310
564	310
565	310
566	310
567	310
568	310
569	310
570	310
571	310
572	310
573	310
574	310
575	310
576	310
577	310
578	310
579	310
580	310
581	310
582	309
583	309
584	309
585	309
586	309
587	309
588	309
589	309
590	309
591	309
592	309
593	309
594	309
595	309
596	309
597	309
598	309
599	309
600	309
601	309
602	309
603	309
604	309
605	309
606	308
607	308
608	308
609	308
610	308
611	308
612	308
613	308
614	308
615	308
616	308
617	308
618	308
619	308
620	308
621	308
622	308
623	308
624	308
625	308
626	308
627	308
628	308
629	307
630	307
631	307
632	307
633	307
634	307
635	307
636	307
637	307
638	307
639	307
640	307
641	307
642	307
643	307
644	307
645	307
646	307
647	307
648	307
649	307
650	307
651	307
652	307
653	306
654	306
655	306
656	306
657	306
658	306
659	306
660	306
661	306
662	306
663	306
664	306
665	306
666	306
667	306
668	306
669	306
670	306
671	306
672	306
673	306
674	306
675	306
676	306
677	305
678	305
679	305
680	305
681	305
682	305
683	305
684	305
685	305
686	305
687	305
688	305
689	305
690	305
691	305
692	305
693	305
694	305
695	305
696	305
697	305
698	305
699	305
700	304
701	304
702	304
703	304
704	304
705	304
706	304
707	304
708	304
709	304
710	304
711	304
712	304
713	304
714	304
715	304
716	304
717	304
718	304
719	304
720	304
721	304
722	304
723	304
724	304
725	303
726	303
727	303
728	303
729	303
730	303
731	303
732	303
733	303
734	303
735	303
736	303
737	303
738	303
739	303
740	303
741	303
742	303
743	303
744	303
745	303
746	303
747	303
748	303
749	302
750	302
751	302
752	302
753	302
754	302
755	302
756	302
757	302
758	302
759	302
760	302
761	302
762	302
763	302
764	302
765	302
766	302
767	302
768	302
769	302
770	302
771	302
772	302
773	302
774	301
775	301
776	301
777	301
778	301
779	301
780	301
781	301
782	301
783	301
784	301
785	301
786	301
787	301
788	301
789	301
790	301
791	301
792	301
793	301
794	301
795	301
796	301
797	301
798	300
799	300
800	300
801	300
802	300
803	300
804	300
805	300
806	300
807	300
808	300
809	300
810	300
811	300
812	300
813	300
814	300
815	300
816	300
817	300
818	300
819	300
820	300
821	300
822	300
823	300
824	299
825	299
826	299
827	299
828	299
829	299
830	299
831	299
832	299
833	299
834	299
835	299
836	299
837	299
838	299
839	299
840	299
841	299
842	299
843	299
844	299
845	299
846	299
847	299
848	299
849	299
850	298
851	298
852	298
853	298
854	298
855	298
856	298
857	298
858	298
859	298
860	298
861	298
862	298
863	298
864	298
865	298
866	298
867	298
868	298
869	298
870	298
871	298
872	298
873	298
874	298
875	297
876	297
877	297
878	297
879	297
880	297
881	297
882	297
883	297
884	297
885	297
886	297
887	297
888	297
889	297
890	297
891	297
892	297
893	297
894	297
895	297
896	297
897	297
898	297
899	297
900	297
901	297
902	296
903	296
904	296
905	296
906	296
907	296
908	296
909	296
910	296
911	296
912	296
913	296
914	296
915	296
916	296
917	296
918	296
919	296
920	296
921	296
922	296
923	296
924	296
925	296
926	296
927	296
928	295
929	295
930	295
931	295
932	295
933	295
934	295
935	295
936	295
937	295
938	295
939	295
940	295
941	295
942	295
943	295
944	295
945	295
946	295
947	295
948	295
949	295
950	295
951	295
952	295
953	295
954	295
955	294
956	294
957	294
958	294
959	294
960	294
961	294
962	294
963	294
964	294
965	294
966	294
967	294
968	294
969	294
970	294
971	294
972	294
973	294
974	294
975	294
976	294
977	294
978	294
979	294
980	293
981	293
982	293
983	293
984	293
985	293
986	293
987	293
988	293
989	293
990	293
991	293
992	293
993	293
994	293
995	293
996	293
997	293
998	293
999	293
1000	293
1001	293
1002	293
1003	293
1004	293
1005	293
1006	293
1007	292
1008	292
1009	292
1010	292
1011	292
1012	292
1013	292
1014	292
1015	292
1016	292
1017	292
1018	292
1019	292
1020	292
1021	292
1022	292
1023	292
