# Peak: 878
# X	Y
0	913
1	912
2	913
3	912
4	912
5	912
6	912
7	912
8	912
9	912
10	912
11	912
12	912
13	912
14	912
15	912
16	912
17	912
18	911
19	911
20	911
21	911
22	911
23	911
24	911
25	911
26	911
27	911
28	911
29	911
30	911
31	910
32	910
33	910
34	910
35	910
36	910
37	910
38	910
39	910
40	910
41	910
42	910
43	910
44	910
45	910
46	909
47	909
48	909
49	909
50	909
51	909
52	909
53	909
54	909
55	909
56	909
57	909
58	908
59	908
60	908
61	908
62	908
63	908
64	908
65	908
66	908
67	908
68	908
69	908
70	908
71	908
72	908
73	908
74	907
75	907
76	907
77	907
78	907
79	907
80	907
81	907
82	907
83	907
84	907
85	907
86	907
87	907
88	906
89	906
90	906
91	906
92	906
93	906
94	906
95	906
96	906
97	906
98	906
99	906
100	906
101	906
102	906
103	906
104	905
105	905
106	905
107	905
108	905
109	905
110	905
111	905
112	905
113	905
114	905
115	905
116	905
117	905
118	904
119	904
120	904
121	904
122	904
123	904
124	904
125	904
126	904
127	904
128	904
129	904
130	904
131	903
132	903
133	903
134	903
135	903
136	903
137	903
138	903
139	903
140	903
141	903
142	903
143	903
144	903
145	903
146	902
147	902
148	902
149	902
150	902
151	902
152	902
153	902
154	902
155	902
156	902
157	902
158	902
159	902
160	902
161	902
162	901
163	901
164	901
165	901
166	901
167	901
168	901
169	901
170	901
171	901
172	901
173	901
174	900
175	900
176	900
177	900
178	900
179	900
180	900
181	900
182	900
183	900
184	900
185	900
186	900
187	900
188	900
189	900
190	899
191	899
192	899
193	899
194	899
195	899
196	899
197	899
198	899
199	899
200	899
201	899
202	899
203	899
204	899
205	898
206	898
207	898
208	898
209	898
210	898
211	898
212	898
213	898
214	898
215	898
216	898
217	898
218	898
219	898
220	897
221	897
222	897
223	897
224	897
225	897
226	897
227	897
228	897
229	897
230	897
231	897
232	897
233	897
234	896
235	897
236	896
237	896
238	896
239	896
240	896
241	896
242	896
243	896
244	896
245	896
246	896
247	896
248	896
249	896
250	895
251	895
252	895
253	895
254	895
255	895
256	895
257	895
258	895
259	895
260	895
261	895
262	895
263	895
264	894
265	894
266	894
267	894
