0.0,146.0
1.0,162.0
2.0,185.0
3.0,190.0
4.0,206.0
5.0,192.0
6.0,189.0
7.0,202.0
8.0,212.0
9.0,203.0
10.0,219.0
11.0,221.0
12.0,225.0
13.0,217.0
14.0,235.0
15.0,236.0
16.0,241.0
17.0,257.0
18.0,250.0
19.0,282.0
20.0,294.0
21.0,294.0
22.0,300.0
23.0,310.0
24.0,305.0
25.0,324.0
26.0,349.0
27.0,342.0
28.0,372.0
29.0,385.0
30.0,363.0
31.0,398.0
32.0,406.0
33.0,399.0
34.0,434.0
35.0,453.0
36.0,423.0
37.0,470.0
38.0,479.0
39.0,491.0
40.0,505.0
41.0,540.0
42.0,529.0
43.0,540.0
44.0,591.0
45.0,603.0
46.0,606.0
47.0,647.0
48.0,653.0
49.0,650.0
50.0,679.0
51.0,697.0
52.0,704.0
53.0,758.0
54.0,784.0
55.0,790.0
56.0,805.0
57.0,838.0
58.0,827.0
59.0,880.0
60.0,872.0
61.0,919.0
62.0,943.0
63.0,935.0
64.0,1014.0
65.0,1021.0
66.0,1045.0
67.0,1022.0
68.0,1078.0
69.0,1100.0
70.0,1127.0
71.0,1094.0
72.0,1177.0
73.0,1204.0
74.0,1224.0
75.0,1262.0
76.0,1289.0
77.0,1296.0
78.0,1388.0
79.0,1359.0
80.0,1387.0
81.0,1418.0
82.0,1422.0
83.0,1434.0
84.0,1471.0
85.0,1478.0
86.0,1528.0
87.0,1549.0
88.0,1557.0
89.0,1576.0
90.0,1604.0
91.0,1648.0
92.0,1664.0
93.0,1685.0
94.0,1714.0
95.0,1751.0
96.0,1746.0
97.0,1780.0
98.0,1794.0
99.0,1861.0
100.0,1809.0
101.0,1829.0
102.0,1904.0
103.0,1920.0
104.0,1955.0
105.0,1931.0
106.0,1977.0
107.0,2046.0
108.0,2019.0
109.0,2061.0
110.0,2102.0
111.0,2147.0
112.0,2167.0
113.0,2157.0
114.0,2267.0
115.0,2278.0
116.0,2270.0
117.0,2312.0
118.0,2336.0
119.0,2323.0
120.0,2345.0
121.0,2322.0
122.0,2384.0
123.0,2400.0
124.0,2493.0
125.0,2541.0
126.0,2533.0
127.0,2540.0
128.0,2545.0
129.0,2678.0
130.0,2682.0
131.0,2704.0
132.0,2707.0
133.0,2821.0
134.0,2803.0
135.0,2781.0
136.0,2863.0
137.0,2911.0
138.0,2885.0
139.0,2931.0
140.0,2949.0
141.0,3052.0
142.0,3005.0
143.0,3056.0
144.0,3090.0
145.0,3149.0
146.0,3157.0
147.0,3212.0
148.0,3260.0
149.0,3325.0
150.0,3276.0
151.0,3387.0
152.0,3447.0
153.0,3559.0
154.0,3454.0
155.0,3603.0
156.0,3682.0
157.0,3746.0
158.0,3735.0
159.0,3792.0
160.0,3872.0
161.0,3863.0
162.0,3890.0
163.0,3971.0
164.0,4069.0
165.0,3998.0
166.0,4068.0
167.0,4123.0
168.0,4163.0
169.0,4136.0
170.0,4178.0
171.0,4347.0
172.0,4297.0
173.0,4333.0
174.0,4407.0
175.0,4419.0
176.0,4436.0
177.0,4480.0
178.0,4534.0
179.0,4600.0
180.0,4610.0
181.0,4628.0
182.0,4675.0
183.0,4698.0
184.0,4690.0
185.0,4746.0
186.0,4836.0
187.0,4875.0
188.0,4832.0
189.0,4947.0
190.0,5055.0
191.0,4969.0
192.0,4989.0
193.0,5130.0
194.0,5117.0
195.0,5097.0
196.0,5152.0
197.0,5195.0
198.0,5250.0
199.0,5199.0
200.0,5223.0
201.0,5197.0
202.0,5131.0
203.0,5210.0
204.0,5362.0
205.0,5488.0
206.0,5458.0
207.0,5486.0
208.0,5473.0
209.0,5595.0
210.0,5613.0
211.0,5539.0
212.0,5573.0
213.0,5613.0
214.0,5623.0
215.0,5658.0
216.0,5715.0
217.0,5739.0
218.0,5785.0
219.0,5793.0
220.0,5823.0
221.0,5878.0
222.0,5904.0
223.0,5968.0
224.0,6044.0
225.0,5969.0
226.0,5988.0
227.0,6196.0
228.0,6099.0
229.0,6127.0
230.0,6101.0
231.0,6237.0
232.0,6338.0
233.0,6261.0
234.0,6305.0
235.0,6365.0
236.0,6494.0
237.0,6428.0
238.0,6566.0
239.0,6614.0
240.0,6546.0
241.0,6596.0
242.0,6769.0
243.0,6762.0
244.0,6797.0
245.0,6976.0
246.0,6992.0
247.0,7010.0
248.0,6983.0
249.0,7088.0
250.0,7173.0
251.0,7139.0
252.0,7122.0
253.0,7208.0
254.0,7334.0
255.0,7231.0
256.0,7267.0
257.0,7307.0
258.0,7254.0
259.0,7374.0
260.0,7311.0
261.0,7512.0
262.0,7410.0
263.0,7387.0
264.0,7509.0
265.0,7690.0
266.0,7513.0
267.0,7622.0
268.0,7587.0
269.0,7676.0
270.0,7683.0
271.0,7685.0
272.0,7881.0
273.0,7826.0
274.0,7759.0
275.0,7951.0
276.0,7946.0
277.0,7806.0
278.0,7599.0
279.0,7574.0
280.0,7836.0
281.0,7868.0
282.0,7950.0
283.0,8076.0
284.0,7964.0
285.0,7996.0
286.0,7984.0
287.0,8067.0
288.0,8045.0
289.0,8001.0
290.0,8045.0
291.0,8199.0
292.0,7999.0
293.0,8129.0
294.0,8148.0
295.0,8064.0
296.0,7906.0
297.0,7988.0
298.0,7997.0
299.0,8099.0
300.0,8029.0
301.0,8070.0
302.0,8056.0
303.0,8140.0
304.0,8051.0
305.0,8196.0
306.0,8155.0
307.0,8091.0
308.0,8148.0
309.0,8277.0
310.0,8252.0
311.0,8185.0
312.0,8260.0
313.0,8290.0
314.0,8268.0
315.0,8202.0
316.0,8340.0
317.0,8344.0
318.0,8326.0
319.0,8307.0
320.0,8420.0
321.0,8462.0
322.0,8366.0
323.0,8498.0
324.0,8482.0
325.0,8421.0
326.0,8448.0
327.0,8506.0
328.0,8498.0
329.0,8349.0
330.0,8452.0
331.0,8533.0
332.0,8578.0
333.0,8464.0
334.0,8470.0
